expiry,strike,option_type,bid,ask,open_interest,volume
91,4640.0,p,21.34,21.53,12742.0,3215.0
91,4770.0,c,290.9,293.38,14911.0,681.0
91,4770.0,p,45.07,45.45,16608.0,2684.0
91,4895.0,c,205.07,206.75,19356.0,4289.0
91,4895.0,p,82.76,83.44,16757.0,2319.0
91,5020.0,c,135.45,136.54,13880.0,3201.0
91,5020.0,p,136.7,137.8,5371.0,1339.0
91,5145.0,c,83.69,84.38,8955.0,2394.0
91,5145.0,p,208.51,210.22,3719.0,2090.0
91,5270.0,c,49.87,50.29,7095.0,1843.0
91,5270.0,p,298.21,300.74,10348.0,1838.0
91,5395.0,c,25.84,26.07,8960.0,1903.0
91,5395.0,p,397.66,401.17,4066.0,3431.0
91,5520.0,c,12.84,12.95,15958.0,4744.0
91,5520.0,p,508.08,512.77,13581.0,4582.0
91,5645.0,c,6.4,6.47,15520.0,1648.0
91,5645.0,p,625.02,631.05,9479.0,2681.0
91,5770.0,c,2.8,2.83,10040.0,3266.0
91,5770.0,p,744.71,752.25,4445.0,4023.0
91,5895.0,c,1.01,1.02,15442.0,3168.0
91,5895.0,p,866.14,875.36,1913.0,1447.0
91,6020.0,c,0.41,0.41,1185.0,1019.0
91,6020.0,p,988.7,999.74,12150.0,3477.0
91,6150.0,c,0.12,0.13,19073.0,3075.0
91,6150.0,p,1116.41,1129.51,12906.0,484.0
91,6275.0,c,0.05,0.05,11825.0,431.0
91,6275.0,p,1239.33,1254.58,10702.0,4680.0
91,5018.7336376397725,c,0.0,5.0,0.0,0.0
133,3770.0,c,1234.97,1252.61,19218.0,4794.0
133,3770.0,p,0.06,0.06,3803.0,4006.0
133,3895.0,c,1112.95,1127.69,9181.0,3915.0
133,3895.0,p,0.23,0.23,19934.0,3977.0
133,4020.0,c,990.96,1003.16,2257.0,1274.0
133,4020.0,p,0.61,0.61,14576.0,2954.0
133,4150.0,c,864.76,874.64,10650.0,3084.0
133,4150.0,p,1.83,1.85,3770.0,864.0
133,4275.0,c,745.22,753.17,653.0,2866.0
133,4275.0,p,4.94,5.0,9780.0,2335.0
133,4400.0,c,628.18,634.46,14691.0,3821.0
133,4400.0,p,10.69,10.79,18442.0,3998.0
133,4525.0,c,517.03,521.9,5096.0,3001.0
133,4525.0,p,22.42,22.63,3213.0,4656.0
133,4650.0,c,412.24,415.92,15826.0,594.0
133,4650.0,p,40.6,40.96,14563.0,447.0
133,4775.0,c,318.04,320.75,14711.0,2098.0
133,4775.0,p,69.44,70.03,18471.0,3873.0
133,4900.0,c,237.06,239.01,14745.0,1674.0
133,4900.0,p,111.56,112.47,14895.0,4492.0
133,5025.0,c,168.9,170.26,12872.0,1359.0
133,5025.0,p,166.54,167.87,16006.0,1827.0
133,5155.0,c,113.37,114.3,6603.0,796.0
133,5155.0,p,239.06,241.02,19245.0,747.0
133,5280.0,c,75.22,75.85,11322.0,2195.0
133,5280.0,p,324.01,326.76,14881.0,1922.0
133,5405.0,c,47.58,48.0,3931.0,2769.0
133,5405.0,p,419.44,423.13,19006.0,4681.0
133,5530.0,c,27.75,28.01,12447.0,2402.0
133,5530.0,p,522.6,527.42,3228.0,1888.0
133,5655.0,c,16.35,16.51,595.0,3591.0
133,5655.0,p,634.14,640.27,17003.0,4756.0
133,5780.0,c,8.73,8.82,5783.0,4254.0
133,5780.0,p,749.39,756.98,17619.0,3188.0
133,5905.0,c,4.06,4.1,9824.0,2945.0
133,5905.0,p,867.52,876.75,1131.0,3433.0
133,6035.0,c,2.16,2.18,2365.0,2277.0
133,6035.0,p,993.26,1004.37,14590.0,4128.0
133,6160.0,c,0.94,0.95,19382.0,2298.0
133,6160.0,p,1114.69,1127.77,6650.0,2217.0
133,6285.0,c,0.48,0.49,10553.0,4593.0
133,6285.0,p,1236.8,1252.01,14895.0,3908.0
133,5027.4035895327015,c,0.0,5.0,0.0,0.0
182,3780.0,c,1230.48,1248.02,8123.0,4985.0
182,3780.0,p,0.38,0.38,1361.0,4397.0
182,3905.0,c,1109.46,1124.13,15670.0,4186.0
182,3905.0,p,1.06,1.08,1342.0,541.0
182,4030.0,c,989.13,1001.29,12654.0,461.0
182,4030.0,p,2.62,2.65,13774.0,4486.0
182,4155.0,c,870.27,880.23,5295.0,1211.0
182,4155.0,p,5.78,5.85,9339.0,723.0
182,4280.0,c,753.78,761.83,16262.0,999.0
182,4280.0,p,11.45,11.58,784.0,4554.0
182,4410.0,c,637.18,643.55,18234.0,190.0
182,4410.0,p,22.04,22.26,606.0,37.0
182,4535.0,c,531.22,536.22,16489.0,3033.0
182,4535.0,p,38.46,38.82,19610.0,4009.0
182,4660.0,c,430.64,434.48,6112.0,4248.0
182,4660.0,p,60.36,60.9,5275.0,295.0
182,4785.0,c,344.23,347.16,19379.0,4639.0
182,4785.0,p,96.5,97.32,2844.0,3862.0
182,4910.0,c,267.1,269.29,16486.0,4191.0
182,4910.0,p,141.97,143.14,9207.0,210.0
182,5040.0,c,196.41,197.99,2717.0,633.0
182,5040.0,p,198.83,200.42,14098.0,2527.0
182,5165.0,c,145.96,147.16,11191.0,3153.0
182,5165.0,p,271.02,273.24,2177.0,4257.0
182,5290.0,c,101.3,102.16,16359.0,3675.0
182,5290.0,p,348.97,351.92,1534.0,973.0
182,5415.0,c,69.7,70.31,2449.0,3552.0
182,5415.0,p,439.93,443.8,10689.0,4901.0
182,5540.0,c,45.42,45.84,10431.0,281.0
182,5540.0,p,538.15,543.11,1868.0,3085.0
182,5665.0,c,30.51,30.8,4773.0,4421.0
182,5665.0,p,645.68,651.92,9449.0,3550.0
182,5795.0,c,19.04,19.24,7737.0,467.0
182,5795.0,p,761.49,769.22,15519.0,925.0
182,5920.0,c,10.84,10.95,12043.0,2298.0
182,5920.0,p,875.59,884.92,11088.0,3922.0
182,6045.0,c,6.58,6.66,17517.0,2866.0
182,6045.0,p,993.57,1004.68,9207.0,734.0
182,6170.0,c,4.05,4.09,11054.0,1513.0
182,6170.0,p,1113.19,1126.24,8658.0,2894.0
182,6295.0,c,2.24,2.27,5521.0,3249.0
182,6295.0,p,1233.47,1248.62,9132.0,4703.0
182,5037.537465115389,c,0.0,5.0,0.0,0.0
273,3790.0,c,1232.3,1249.91,9502.0,2546.0
273,3790.0,p,2.77,2.81,13972.0,2026.0
273,3920.0,c,1109.78,1124.46,3022.0,604.0
273,3920.0,p,5.88,5.96,19481.0,679.0
273,4045.0,c,992.95,1005.15,2321.0,1530.0
273,4045.0,p,10.02,10.14,12486.0,2145.0
273,4170.0,c,879.25,889.31,8315.0,3176.0
273,4170.0,p,17.44,17.64,19443.0,2064.0
273,4300.0,c,764.1,772.25,16882.0,1095.0
273,4300.0,p,28.4,28.7,19008.0,2945.0
273,4425.0,c,658.79,665.37,18448.0,189.0
273,4425.0,p,44.46,44.9,6324.0,2097.0
273,4550.0,c,563.46,568.76,3384.0,1135.0
273,4550.0,p,70.6,71.27,2357.0,2866.0
273,4675.0,c,470.62,474.82,11999.0,3512.0
273,4675.0,p,99.33,100.21,11167.0,3243.0
273,4805.0,c,384.72,387.99,12524.0,1587.0
273,4805.0,p,139.93,141.12,5302.0,3939.0
273,4930.0,c,313.15,315.72,4340.0,2162.0
273,4930.0,p,190.05,191.61,10828.0,3133.0
273,5055.0,c,252.3,254.33,19254.0,2568.0
273,5055.0,p,250.93,252.94,16261.0,3686.0
273,5185.0,c,192.03,193.6,3001.0,4606.0
273,5185.0,p,317.25,319.85,17079.0,2523.0
273,5310.0,c,146.98,148.22,5740.0,4001.0
273,5310.0,p,393.89,397.23,5295.0,1579.0
273,5435.0,c,109.71,110.68,7986.0,2475.0
273,5435.0,p,478.27,482.49,1312.0,588.0
273,5560.0,c,83.02,83.78,17436.0,4211.0
273,5560.0,p,573.18,578.46,16526.0,287.0
273,5690.0,c,58.6,59.17,11523.0,1677.0
273,5690.0,p,675.15,681.68,10007.0,873.0
273,5815.0,c,42.95,43.38,1797.0,3716.0
273,5815.0,p,780.96,788.88,18104.0,83.0
273,5940.0,c,27.94,28.24,14270.0,4284.0
273,5940.0,p,887.35,896.8,8596.0,1867.0
273,6070.0,c,20.56,20.79,5168.0,3008.0
273,6070.0,p,1006.15,1017.41,13534.0,607.0
273,6195.0,c,12.18,12.32,10284.0,4792.0
273,6195.0,p,1119.02,1132.14,1993.0,4977.0
273,6320.0,c,9.18,9.3,8777.0,1561.0
273,6320.0,p,1237.19,1252.39,15526.0,3441.0
273,5056.411745409039,c,0.0,5.0,0.0,0.0
350,3805.0,c,1229.07,1246.61,15185.0,1945.0
350,3805.0,p,6.3,6.39,18550.0,3208.0
350,3930.0,c,1114.17,1128.93,13661.0,1053.0
350,3930.0,p,11.44,11.59,15252.0,2630.0
350,4060.0,c,997.21,1009.46,14374.0,837.0
350,4060.0,p,19.49,19.73,8646.0,4183.0
350,4185.0,c,888.53,898.69,19181.0,2784.0
350,4185.0,p,31.16,31.52,4409.0,4196.0
350,4310.0,c,783.28,791.65,13193.0,716.0
350,4310.0,p,46.4,46.9,10306.0,2246.0
350,4440.0,c,677.5,684.27,6907.0,409.0
350,4440.0,p,66.06,66.72,16791.0,3779.0
350,4565.0,c,584.73,590.23,9854.0,2351.0
350,4565.0,p,93.99,94.87,18419.0,761.0
350,4690.0,c,496.24,500.67,5259.0,4536.0
350,4690.0,p,126.3,127.42,18844.0,232.0
350,4820.0,c,413.05,416.56,4254.0,1467.0
350,4820.0,p,168.81,170.25,4290.0,2456.0
350,4945.0,c,347.42,350.27,14603.0,2471.0
350,4945.0,p,224.1,225.94,771.0,429.0
350,5070.0,c,279.83,282.08,16891.0,4219.0
350,5070.0,p,277.47,279.7,17155.0,3191.0
350,5200.0,c,226.67,228.53,8432.0,3354.0
350,5200.0,p,350.11,352.98,15991.0,3816.0
350,5325.0,c,181.55,183.08,14636.0,1839.0
350,5325.0,p,425.91,429.52,15001.0,2702.0
350,5455.0,c,142.46,143.71,18662.0,4223.0
350,5455.0,p,512.54,517.06,6956.0,2418.0
350,5580.0,c,110.27,111.28,13938.0,4261.0
350,5580.0,p,601.17,606.72,7712.0,2528.0
350,5705.0,c,83.77,84.58,6447.0,2939.0
350,5705.0,p,695.44,702.16,2843.0,4252.0
350,5835.0,c,61.49,62.11,11866.0,2499.0
350,5835.0,p,798.69,806.79,17035.0,2661.0
350,5960.0,c,46.17,46.66,927.0,1998.0
350,5960.0,p,903.99,913.62,19965.0,4587.0
350,6085.0,c,34.83,35.22,8134.0,895.0
350,6085.0,p,1013.22,1024.53,666.0,1700.0
350,6215.0,c,25.6,25.9,5553.0,133.0
350,6215.0,p,1129.29,1142.53,12355.0,4638.0
350,6340.0,c,18.38,18.6,8695.0,1544.0
350,6340.0,p,1242.47,1257.74,3276.0,2996.0
350,5072.437514083995,c,0.0,5.0,0.0,0.0
2,5000.0,c,10.0,11.0,100.0,10.0
800,5000.0,p,10.0,11.0,100.0,10.0
