expiry,strike,option_type,bid,ask,open_interest,volume,dte,mid,half_spread,T,F,iv,k,w,weight
35,5005.0,p,81.15,81.8,3916.0,2942.0,35.0,81.475,0.32499999999999574,0.0958904109589041,5007.197062200859,0.13390085120942072,-0.0004388771460400416,0.0017192611737294793,0.16882531750575772
35,5130.0,c,35.35,35.64,6349.0,4626.0,35.0,35.495000000000005,0.14499999999999957,0.0958904109589041,5007.197062200859,0.13246628825655846,0.024229369269454192,0.0016826194886477733,0.1609733252358208
35,5260.0,c,11.35,11.44,12442.0,2958.0,35.0,11.395,0.04499999999999993,0.0958904109589041,5007.197062200859,0.13128235373075595,0.04925473683639455,0.0016526766412001547,0.17224998403448755
35,5385.0,c,3.01,3.03,8654.0,2416.0,35.0,3.0199999999999996,0.010000000000000009,0.0958904109589041,5007.197062200859,0.13076585794128448,0.07274102069512803,0.0016396981811211144,0.24500189571732883
35,5510.0,c,0.72,0.73,5879.0,2438.0,35.0,0.725,0.0050000000000000044,0.0958904109589041,5007.197062200859,0.13271660319223577,0.09568833325159913,0.0016889846210985967,0.056479593630288594
35,5635.0,c,0.12,0.12,3639.0,2862.0,35.0,0.12,0.0,0.0958904109589041,5007.197062200859,0.1318555458417654,0.11812085757851572,0.0016671396545836885,2.686306474686739
35,5760.0,c,0.02,0.02,19098.0,1664.0,35.0,0.02,0.0,0.0958904109589041,5007.197062200859,0.13345664995290127,0.14006118479457585,0.0017078731769391581,2.686306474686739
49,4260.0,p,0.05,0.05,9470.0,4043.0,49.0,0.05,0.0,0.13424657534246576,5010.077961795765,0.13992362808006054,-0.16218231593109925,0.002628362912491146,3.9420580291319256
49,4385.0,p,0.27,0.28,12879.0,1461.0,49.0,0.275,0.0050000000000000044,0.13424657534246576,5010.077961795765,0.13636058075487734,-0.13326185038823196,0.0024962087430316815,0.011924725538124058
49,4510.0,p,1.52,1.53,19831.0,4680.0,49.0,1.525,0.0050000000000000044,0.13424657534246576,5010.077961795765,0.1365591452787567,-0.10515432269779137,0.002503483856997163,0.36670994815999675
49,4635.0,p,6.19,6.24,6326.0,2181.0,49.0,6.215,0.02499999999999991,0.13424657534246576,5010.077961795765,0.13664703265154343,-0.07781527719455979,0.0025067073016195257,0.24362691263409184
49,4760.0,p,18.42,18.57,2273.0,3745.0,49.0,18.495,0.07499999999999929,0.13424657534246576,5010.077961795765,0.13442602281801613,-0.05120380796904965,0.0024258833559529314,0.23972269836204235
49,4885.0,p,47.42,47.81,2761.0,2599.0,49.0,47.615,0.19500000000000028,0.13424657534246576,5010.077961795765,0.1353907026836462,-0.02528219071763225,0.0024608259624257604,0.23503977767033746
49,5010.0,p,98.8,99.6,7043.0,3311.0,49.0,99.19999999999999,0.3999999999999986,0.13424657534246576,5010.077961795765,0.13607328370042385,-1.5561115604903138e-05,0.0024857013378459885,0.24245233702373162
49,5135.0,c,49.65,50.06,17782.0,481.0,49.0,49.855000000000004,0.20500000000000185,0.13424657534246576,5010.077961795765,0.135423447730285,0.024628367168143307,0.0024620164371580945,0.2331485571249801
49,5260.0,c,21.2,21.37,603.0,4684.0,49.0,21.285,0.08500000000000085,0.13424657534246576,5010.077961795765,0.13407341040728477,0.048679550537240115,0.002413173395982933,0.2471908953798296
49,5385.0,c,8.22,8.3,1819.0,4157.0,49.0,8.260000000000002,0.040000000000000036,0.13424657534246576,5010.077961795765,0.13512498105096968,0.07216583439597359,0.002451176067663619,0.1680982239927506
49,5510.0,c,2.41,2.44,7660.0,3000.0,49.0,2.425,0.014999999999999902,0.13424657534246576,5010.077961795765,0.13268488754510882,0.09511314695244491,0.0023634484650960287,0.10303006665584102
49,5635.0,c,0.72,0.73,5969.0,1558.0,49.0,0.725,0.0050000000000000044,0.13424657534246576,5010.077961795765,0.1341307681648991,0.11754567127936129,0.0024152385902925745,0.08288177006249858
49,5760.0,c,0.15,0.15,10236.0,2508.0,49.0,0.15,0.0,0.13424657534246576,5010.077961795765,0.13216105285016352,0.13948599849542162,0.0023448237003636224,3.9420580291319256
49,5885.0,c,0.03,0.03,3898.0,1155.0,49.0,0.03,0.0,0.13424657534246576,5010.077961795765,0.13202731983443522,0.16095526449986167,0.002340080673837119,3.9420580291319256
70,4135.0,p,0.07,0.07,6617.0,4778.0,70.0,0.07,0.0,0.1917808219178082,5014.403189453377,0.1412069035975115,-0.19282708076253371,0.0038239925305528317,4.384460105464639
70,4260.0,p,0.32,0.33,10233.0,134.0,70.0,0.325,0.0050000000000000044,0.1917808219178082,5014.403189453377,0.13931450192006128,-0.1630452489569093,0.0037221839210039263,0.01852434394558807
70,4390.0,p,1.46,1.47,16895.0,538.0,70.0,1.4649999999999999,0.0050000000000000044,0.1917808219178082,5014.403189453377,0.13921404939260934,-0.13298518215110844,0.0037168181051510985,0.37640151559403295
70,4515.0,p,4.86,4.9,626.0,4831.0,70.0,4.880000000000001,0.020000000000000018,0.1917808219178082,5014.403189453377,0.1385098189660692,-0.10490922236923969,0.003679309305481996,0.2610332168389424
70,4640.0,p,14.24,14.37,14897.0,4023.0,70.0,14.305,0.0649999999999995,0.1917808219178082,5014.403189453377,0.1397775059663753,-0.07760004300002454,0.0037469659786098794,0.21235629215930454
70,4765.0,p,31.27,31.54,17016.0,99.0,70.0,31.405,0.1349999999999998,0.1917808219178082,5014.403189453377,0.13592612816902017,-0.051016872132023015,0.0035433256502231856,0.23727183076370634
70,4890.0,p,66.77,67.32,5385.0,3986.0,70.0,67.04499999999999,0.2749999999999986,0.1917808219178082,5014.403189453377,0.1381146335372233,-0.025122105751407796,0.0036583442186260387,0.2606054689110561
70,5015.0,c,116.2,117.14,7017.0,2658.0,70.0,116.67,0.46999999999999886,0.1917808219178082,5014.403189453377,0.1342965458025429,0.00011901217571039567,0.003458874945245522,0.2701710450070948
70,5140.0,c,66.97,67.52,2818.0,1877.0,70.0,67.245,0.2749999999999986,0.1917808219178082,5014.403189453377,0.13545760138725454,0.024738670228885387,0.003518940614112833,0.26216259723518953
70,5265.0,c,34.88,35.17,19270.0,4338.0,70.0,35.025000000000006,0.14499999999999957,0.1917808219178082,5014.403189453377,0.13546070515505867,0.048766736347750354,0.0035191018763764434,0.2558211260245587
70,5390.0,c,17.29,17.44,5739.0,1190.0,70.0,17.365000000000002,0.07500000000000107,0.1917808219178082,5014.403189453377,0.1372545986603192,0.07223097568271741,0.0036129253143517004,0.23504075379299733
70,5515.0,c,7.38,7.45,19203.0,535.0,70.0,7.415,0.03500000000000014,0.1917808219178082,5014.403189453377,0.13654938643148035,0.09515724346727732,0.0035758943710601705,0.1967896914466764
70,5640.0,c,2.59,2.62,7478.0,739.0,70.0,2.605,0.015000000000000124,0.1917808219178082,5014.403189453377,0.13396710264215644,0.11756965627177915,0.0034419258118448923,0.13223580394304524
70,5765.0,c,0.85,0.86,18505.0,727.0,70.0,0.855,0.0050000000000000044,0.1917808219178082,5014.403189453377,0.13290942374988562,0.13949074448283386,0.0033877919027585374,0.12820599794389126
70,5890.0,c,0.29,0.29,3539.0,1430.0,70.0,0.29,0.0,0.1917808219178082,5014.403189453377,0.1339040112191538,0.16094158842530695,0.0034386846450425983,4.384460105464639
70,6015.0,c,0.07,0.07,11035.0,115.0,70.0,0.07,0.0,0.1917808219178082,5014.403189453377,0.13185825312764154,0.1819419401884539,0.003334416230824995,4.384460105464639
91,4015.0,p,0.07,0.07,13030.0,2860.0,91.0,0.07,0.0,0.2493150684931507,5018.733380570937,0.14182818288688084,-0.22314023984091852,0.0050150308080835655,6.242314678291849
91,4140.0,p,0.32,0.33,637.0,1874.0,91.0,0.325,0.0050000000000000044,0.2493150684931507,5018.733380570937,0.14205015850142683,-0.19248179940242044,0.005030741165083627,0.026373779515783013
91,4265.0,p,1.16,1.17,2319.0,4168.0,91.0,1.165,0.0050000000000000044,0.2493150684931507,5018.733380570937,0.14132976867085373,-0.16273540629600108,0.004979844985322437,0.3388890215697857
91,4390.0,p,3.56,3.59,13942.0,504.0,91.0,3.575,0.014999999999999902,0.2493150684931507,5018.733380570937,0.14074859306591553,-0.13384836015256346,0.004938973005351113,0.35458081348997694
91,4515.0,p,9.61,9.7,5177.0,4898.0,91.0,9.655,0.04499999999999993,0.2493150684931507,5018.733380570937,0.14087997994643614,-0.10577240037069477,0.004948198236228632,0.2873592533597811
91,4640.0,p,21.34,21.53,12742.0,3215.0,91.0,21.435000000000002,0.09500000000000064,0.2493150684931507,5018.733380570937,0.13895125817022289,-0.07846322100147955,0.004813638754479457,0.31779380213784586
91,4770.0,p,45.07,45.45,16608.0,2684.0,91.0,45.260000000000005,0.19000000000000128,0.2493150684931507,5018.733380570937,0.13860021124312047,-0.05083128233939365,0.004789347092202803,0.3542154949441857
91,4895.0,p,82.76,83.44,16757.0,2319.0,91.0,83.1,0.3399999999999963,0.2493150684931507,5018.733380570937,0.13855943098313628,-0.024963311257169732,0.004786529173171824,0.37289784312768076
91,5020.0,c,135.45,136.54,13880.0,3201.0,91.0,135.995,0.5450000000000017,0.2493150684931507,5018.733380570937,0.13769663732716367,0.0002523464639944468,0.004727104432164297,0.3886856759457308
91,5145.0,c,83.69,84.38,8955.0,2394.0,91.0,84.035,0.34499999999999886,0.2493150684931507,5018.733380570937,0.1371030586852769,0.024847782046369386,0.004686437347337319,0.3703632415641369
91,5270.0,c,49.87,50.29,7095.0,1843.0,91.0,50.08,0.21000000000000085,0.2493150684931507,5018.733380570937,0.13876064929247367,0.04885277531362747,0.00480044142213224,0.35500601278843014
91,5395.0,c,25.84,26.07,8960.0,1903.0,91.0,25.955,0.11500000000000021,0.2493150684931507,5018.733380570937,0.13628554973581952,0.07229501147045454,0.004630716019392611,0.3179743173433115
91,5520.0,c,12.84,12.95,15958.0,4744.0,91.0,12.895,0.054999999999999716,0.2493150684931507,5018.733380570937,0.1358638828385556,0.09520027304936056,0.004602105517964815,0.34313338283600814
91,5645.0,c,6.4,6.47,15520.0,1648.0,91.0,6.4350000000000005,0.0349999999999997,0.2493150684931507,5018.733380570937,0.13753551616139661,0.1175926103619818,0.004716048374592173,0.21101176574219943
91,5770.0,c,2.8,2.83,10040.0,3266.0,91.0,2.815,0.015000000000000124,0.2493150684931507,5018.733380570937,0.13718907325851598,0.13949449328036473,0.004692319467833622,0.21984669347371733
91,5895.0,c,1.01,1.02,15442.0,3168.0,91.0,1.0150000000000001,0.0050000000000000044,0.2493150684931507,5018.733380570937,0.13479254141973965,0.16092694674969082,0.004529812765034775,0.25723954557772843
91,6020.0,c,0.41,0.41,1185.0,1019.0,91.0,0.41,0.0,0.2493150684931507,5018.733380570937,0.13564260497346148,0.1819096720810863,0.0045871270735418435,6.242314678291849
133,4150.0,p,1.83,1.85,3770.0,864.0,133.0,1.84,0.010000000000000009,0.3643835616438356,5027.403097934406,0.14354694834889145,-0.1917952338324121,0.007508387968704515,0.7038375159555258
133,4275.0,p,4.94,5.0,9780.0,2335.0,133.0,4.970000000000001,0.029999999999999805,0.3643835616438356,5027.403097934406,0.14477221803625384,-0.16211946568629543,0.007637113288529235,0.5705675047871411
133,4400.0,p,10.69,10.79,18442.0,3998.0,133.0,10.739999999999998,0.04999999999999982,0.3643835616438356,5027.403097934406,0.14333806407620384,-0.13329902715080347,0.00748655200423055,0.9591914964016103
133,4525.0,p,22.42,22.63,3213.0,4656.0,133.0,22.525,0.10499999999999865,0.3643835616438356,5027.403097934406,0.14410577107354847,-0.1052859909231296,0.007566961488058522,0.9567264196886481
133,4650.0,p,40.6,40.96,14563.0,447.0,133.0,40.78,0.17999999999999972,0.3643835616438356,5027.403097934406,0.1425392391847784,-0.07803634847575407,0.007403339222139553,1.0670535095527856
133,4775.0,p,69.44,70.03,18471.0,3873.0,133.0,69.735,0.2950000000000017,0.3643835616438356,5027.403097934406,0.14180097244670684,-0.05150959414232541,0.007326848218215391,1.161700949676603
133,4900.0,p,111.56,112.47,14895.0,4492.0,133.0,112.015,0.4549999999999983,0.3643835616438356,5027.403097934406,0.1417488806540772,-0.02566836295843813,0.007321466047038215,1.2599877969798605
133,5025.0,p,166.54,167.87,16006.0,1827.0,133.0,167.20499999999998,0.6650000000000063,0.3643835616438356,5027.403097934406,0.1406912374009252,-0.000478114129879579,0.00721261706692237,1.3142923971721392
133,5155.0,c,113.37,114.3,6603.0,796.0,133.0,113.83500000000001,0.4649999999999963,0.3643835616438356,5027.403097934406,0.13983050532970004,0.025063549393904275,0.0071246351763314605,1.2458979861719401
133,5280.0,c,75.22,75.85,11322.0,2195.0,133.0,75.535,0.3149999999999977,0.3643835616438356,5027.403097934406,0.14052691041061474,0.04902252964315116,0.007195778271480935,1.1953969003510465
133,5405.0,c,47.58,48.0,3931.0,2769.0,133.0,47.79,0.21000000000000085,0.3643835616438356,5027.403097934406,0.1405716847697407,0.07242088301615268,0.007200364406431356,1.0766442800522573
133,5530.0,c,27.75,28.01,12447.0,2402.0,133.0,27.880000000000003,0.13000000000000078,0.3643835616438356,5027.403097934406,0.1388818322456679,0.09528424745922433,0.007028289650993263,0.9561710713214464
133,5655.0,c,16.35,16.51,595.0,3591.0,133.0,16.43,0.08000000000000007,0.3643835616438356,5027.403097934406,0.13959747557240898,0.11763654149306471,0.007100908328118301,0.8768633507579101
133,5780.0,c,8.73,8.82,5783.0,4254.0,133.0,8.775,0.04499999999999993,0.3643835616438356,5027.403097934406,0.13844687746414766,0.13950011460926706,0.00698433572050184,0.790507488900313
133,5905.0,c,4.06,4.1,9824.0,2945.0,133.0,4.08,0.020000000000000018,0.3643835616438356,5027.403097934406,0.13548269535970525,0.16089588157430662,0.006688464599114473,0.8651613322307761
182,4155.0,p,5.78,5.85,9339.0,723.0,182.0,5.8149999999999995,0.0349999999999997,0.4986301369863014,5037.537600198703,0.1470887014445771,-0.19260496299682986,0.010787905942089462,0.5991846052040528
182,4280.0,p,11.45,11.58,784.0,4554.0,182.0,11.515,0.06500000000000039,0.4986301369863014,5037.537600198703,0.14615345847853958,-0.16296438171053598,0.010651155296968086,0.6812373775337299
182,4410.0,p,22.04,22.26,606.0,37.0,182.0,22.15,0.11000000000000121,0.4986301369863014,5037.537600198703,0.14587738816466125,-0.13304270184548678,0.010610955213011702,0.8801554609660482
182,4535.0,p,38.46,38.82,19610.0,4009.0,182.0,38.64,0.17999999999999972,0.4986301369863014,5037.537600198703,0.14561505400622804,-0.1050923077371415,0.010572825752024879,1.000291371027309
182,4660.0,p,60.36,60.9,5275.0,295.0,182.0,60.629999999999995,0.2699999999999996,0.4986301369863014,5037.537600198703,0.14276704527156275,-0.07790194316668682,0.010163293471874483,1.0945734388918227
182,4785.0,p,96.5,97.32,2844.0,3862.0,182.0,96.91,0.4099999999999966,0.4986301369863014,5037.537600198703,0.1444761585744123,-0.05143136639932377,0.010408086553830707,1.2127373991464732
182,4910.0,p,141.97,143.14,9207.0,210.0,182.0,142.555,0.5849999999999937,0.4986301369863014,5037.537600198703,0.14430975898767606,-0.025643449497812165,0.010384125452363753,1.2889927475514038
182,5040.0,c,196.41,197.99,2717.0,633.0,182.0,197.2,0.7900000000000063,0.4986301369863014,5037.537600198703,0.14194476122278957,0.0004886907790358791,0.010046557187463681,1.3525612335990473
182,5165.0,c,145.96,147.16,11191.0,3153.0,182.0,146.56,0.5999999999999943,0.4986301369863014,5037.537600198703,0.14359972938069318,0.024987711267360588,0.010282193355161407,1.2951668170343784
182,5290.0,c,101.3,102.16,16359.0,3675.0,182.0,101.72999999999999,0.4299999999999997,0.4986301369863014,5037.537600198703,0.14119653610976265,0.0489008545659666,0.009940920683041048,1.2149501946745362
182,5415.0,c,69.7,70.31,2449.0,3552.0,182.0,70.005,0.3049999999999997,0.4986301369863014,5037.537600198703,0.14099322417608587,0.0722554891487126,0.009912313002655826,1.1435515274116201
182,5540.0,c,45.42,45.84,10431.0,281.0,182.0,45.63,0.21000000000000085,0.4986301369863014,5037.537600198703,0.13954855558727902,0.09507710945495099,0.0097102232457596,1.0248484419263157
182,5665.0,c,30.51,30.8,4773.0,4421.0,182.0,30.655,0.14499999999999957,0.4986301369863014,5037.537600198703,0.14099439554454604,0.11738950317572827,0.009912477705876402,0.9702059497095697
182,5795.0,c,19.04,19.24,7737.0,467.0,182.0,19.14,0.09999999999999964,0.4986301369863014,5037.537600198703,0.1410308608489742,0.14007808548747377,0.00991760568643314,0.7952087753921475
182,5920.0,c,10.84,10.95,12043.0,2298.0,182.0,10.895,0.054999999999999716,0.4986301369863014,5037.537600198703,0.13865310046980328,0.16141905759167294,0.009586005953753052,0.8517779382398547
182,6045.0,c,6.58,6.66,17517.0,2866.0,182.0,6.62,0.040000000000000036,0.4986301369863014,5037.537600198703,0.13915706295913852,0.18231409276251467,0.009655817115608993,0.5945567216916918
273,4170.0,p,17.44,17.64,19443.0,2064.0,273.0,17.54,0.09999999999999964,0.7479452054794521,5056.410796088766,0.14987221729965677,-0.19274086695972395,0.016800106998630528,0.6428792643001132
273,4300.0,p,28.4,28.7,19008.0,2945.0,273.0,28.549999999999997,0.15000000000000036,0.7479452054794521,5056.410796088766,0.1480574987434307,-0.16204188007091727,0.016395724002810814,0.757007090024599
273,4425.0,p,44.46,44.9,6324.0,2097.0,273.0,44.68,0.21999999999999886,0.7479452054794521,5056.410796088766,0.14718338232661354,-0.13338662431054113,0.01620269811790924,0.8618887405365305
273,4550.0,p,70.6,71.27,2357.0,2866.0,273.0,70.935,0.33500000000000085,0.7479452054794521,5056.410796088766,0.1496624217558448,-0.10552966980757487,0.016753105349671376,0.9369184086293428
273,4675.0,p,99.33,100.21,11167.0,3243.0,273.0,99.77,0.4399999999999977,0.7479452054794521,5056.410796088766,0.1475223705410499,-0.07842774002978369,0.016277419172996924,1.0743971100288963
273,4805.0,p,139.93,141.12,5302.0,3939.0,273.0,140.525,0.5949999999999989,0.7479452054794521,5056.410796088766,0.14680886527869522,-0.050999860348178175,0.01612034552977024,1.1655837832793323
273,4930.0,p,190.05,191.61,10828.0,3133.0,273.0,190.83,0.7800000000000011,0.7479452054794521,5056.410796088766,0.1471754942422372,-0.02531791471583521,0.016200961443251984,1.2507610120451036
273,5055.0,p,250.93,252.94,16261.0,3686.0,273.0,251.935,1.0049999999999955,0.7479452054794521,5056.410796088766,0.14821434488671087,-0.0002790502979992854,0.01643048034039383,1.3131523897244157
273,5185.0,c,192.03,193.6,3001.0,4606.0,273.0,192.815,0.7849999999999966,0.7479452054794521,5056.410796088766,0.1452110600002697,0.025112938911056752,0.01577136104484309,1.260702343001294
273,5310.0,c,146.98,148.22,5740.0,4001.0,273.0,147.6,0.6200000000000045,0.7479452054794521,5056.410796088766,0.1444890176991733,0.0489349324834135,0.015614909074899892,1.1842941280889583
273,5435.0,c,109.71,110.68,7986.0,2475.0,273.0,110.195,0.48500000000000654,0.7479452054794521,5056.410796088766,0.14336181707646442,0.07220261780273873,0.015372226554964716,1.078724496857873
273,5560.0,c,83.02,83.78,17436.0,4211.0,273.0,83.4,0.38000000000000256,0.7479452054794521,5056.410796088766,0.1444458185351934,0.0949412054920571,0.015605573414790278,1.0065495245827405
273,5690.0,c,58.6,59.17,11523.0,1677.0,273.0,58.885000000000005,0.28500000000000014,0.7479452054794521,5056.410796088766,0.14306451552938493,0.11805334536780566,0.015308535287119264,0.8920513992365341
273,5815.0,c,42.95,43.38,1797.0,3716.0,273.0,43.165000000000006,0.21499999999999986,0.7479452054794521,5056.410796088766,0.14388030621976972,0.1397838832001938,0.015483619472288367,0.8422806249062749
273,5940.0,c,27.94,28.24,14270.0,4284.0,273.0,28.09,0.14999999999999858,0.7479452054794521,5056.410796088766,0.1405619098754217,0.16105223060411955,0.014777639968867247,0.7328096847579945
350,4060.0,p,19.49,19.73,8646.0,4183.0,350.0,19.61,0.120000000000001,0.958904109589041,5072.436822536333,0.1524065526391408,-0.22263836412989785,0.02227319191937402,0.5852651920326303
350,4185.0,p,31.16,31.52,4409.0,4196.0,350.0,31.34,0.17999999999999972,0.958904109589041,5072.436822536333,0.15271836822160928,-0.19231463380210048,0.022364424650122915,0.6643745298579434
350,4310.0,p,46.4,46.9,10306.0,2246.0,350.0,46.65,0.25,0.958904109589041,5072.436822536333,0.1518046993239594,-0.1628834336278827,0.022097625638063566,0.7631032080346078
350,4440.0,p,66.06,66.72,16791.0,3779.0,350.0,66.39,0.3299999999999983,0.958904109589041,5072.436822536333,0.14940967869239055,-0.13316696129940575,0.021405858165581326,0.8870282634692764
350,4565.0,p,93.99,94.87,18419.0,761.0,350.0,94.43,0.44000000000000483,0.958904109589041,5072.436822536333,0.1495305189793014,-0.10540282369660736,0.021440497636100616,1.0094263256912848
350,4690.0,p,126.3,127.42,18844.0,232.0,350.0,126.86,0.5600000000000023,0.958904109589041,5072.436822536333,0.14777717698565176,-0.07838875528535116,0.020940638118485004,1.1246913644944858
350,4820.0,p,168.81,170.25,4290.0,2456.0,350.0,169.53,0.7199999999999989,0.958904109589041,5072.436822536333,0.14659655492017054,-0.05104740968103022,0.020607376630306578,1.2150331629054407
350,4945.0,p,224.1,225.94,771.0,429.0,350.0,225.01999999999998,0.9200000000000017,0.958904109589041,5072.436822536333,0.14879485643760246,-0.025444372668863735,0.02123005001589138,1.3110721329565598
350,5070.0,p,277.47,279.7,17155.0,3191.0,350.0,278.58500000000004,1.1149999999999807,0.958904109589041,5072.436822536333,0.145461266273554,-0.0004805201404473871,0.02028943286319732,1.3681248246590805
350,5200.0,c,226.67,228.53,8432.0,3354.0,350.0,227.6,0.9300000000000068,0.958904109589041,5072.436822536333,0.14646920265899716,0.024837287843842495,0.020571587848347485,1.3126187959695057
350,5325.0,c,181.55,183.08,14636.0,1839.0,350.0,182.315,0.7650000000000006,0.958904109589041,5072.436822536333,0.1463866345592201,0.04859137385194962,0.020548401019592134,1.244749423313165
350,5455.0,c,142.46,143.71,18662.0,4223.0,350.0,143.085,0.625,0.958904109589041,5072.436822536333,0.1463785067951889,0.07271128154149496,0.020546119282345773,1.148651228705351
350,5580.0,c,110.27,111.28,13938.0,4261.0,350.0,110.775,0.5050000000000026,0.958904109589041,5072.436822536333,0.14557854572123627,0.09536743864968038,0.020322163126050757,1.0545344247951303
350,5705.0,c,83.77,84.58,6447.0,2939.0,350.0,84.175,0.40500000000000114,0.958904109589041,5072.436822536333,0.14455679872063149,0.11752164557049975,0.020037900875958924,0.9467083424720492
350,5835.0,c,61.49,62.11,11866.0,2499.0,350.0,61.8,0.3099999999999987,0.958904109589041,5072.436822536333,0.14319427719225564,0.14005292799498012,0.019661946184149015,0.8709907905227197
350,5960.0,c,46.17,46.66,927.0,1998.0,350.0,46.415,0.24499999999999744,0.958904109589041,5072.436822536333,0.14316126703075072,0.16124914333371917,0.01965288200615745,0.7865829734341212
350,6085.0,c,34.83,35.22,8134.0,895.0,350.0,35.025,0.19500000000000028,0.958904109589041,5072.436822536333,0.14371630819115902,0.1820053886959513,0.019805567216530602,0.7070450166866484
