expiry,strike,option_type,bid,ask,open_interest,volume
35,5385.0,c,60.88,61.94,3254.0,2778.0
35,5385.0,p,434.32,441.93,11162.0,1860.0
35,5510.0,c,38.72,39.43,9470.0,4043.0
35,5510.0,p,535.55,545.31,19282.0,1592.0
35,5635.0,c,24.14,24.6,12879.0,1461.0
35,5635.0,p,644.24,656.49,12626.0,2580.0
35,5760.0,c,14.01,14.28,19831.0,4680.0
35,5760.0,p,757.26,772.31,4023.0,831.0
35,5885.0,c,7.84,8.0,6326.0,2181.0
35,5885.0,p,874.13,892.27,19402.0,4961.0
35,6010.0,c,4.29,4.38,2273.0,3745.0
35,6010.0,p,993.48,1015.04,16990.0,4455.0
35,6135.0,c,2.21,2.26,2761.0,2599.0
35,6135.0,p,1114.18,1139.43,9656.0,1586.0
35,6260.0,c,1.11,1.14,7043.0,3311.0
35,6260.0,p,1235.71,1264.95,8499.0,1874.0
35,5007.196955473757,c,0.0,5.0,0.0,0.0
49,3760.0,c,1230.03,1263.39,14864.0,3736.0
49,3760.0,p,1.63,1.68,7909.0,1319.0
49,3885.0,c,1109.83,1137.9,18980.0,1212.0
49,3885.0,p,3.26,3.35,1122.0,622.0
49,4010.0,c,991.14,1014.56,17892.0,774.0
49,4010.0,p,6.71,6.87,15061.0,904.0
49,4135.0,c,874.24,893.59,14538.0,4374.0
49,4135.0,p,12.22,12.49,1373.0,990.0
49,4260.0,c,759.94,775.74,19961.0,3889.0
49,4260.0,p,20.56,20.99,6748.0,4859.0
49,4385.0,c,650.88,663.64,8957.0,728.0
49,4385.0,p,34.36,35.03,18720.0,79.0
49,4510.0,c,548.29,558.46,5946.0,667.0
49,4510.0,p,54.8,55.82,850.0,3391.0
49,4635.0,c,450.88,458.84,6282.0,2536.0
49,4635.0,p,80.58,82.0,18586.0,3474.0
49,4760.0,c,364.57,370.76,8632.0,1006.0
49,4760.0,p,117.59,119.59,17354.0,4022.0
49,4885.0,c,289.39,294.14,2145.0,3697.0
49,4885.0,p,165.83,168.55,16606.0,663.0
49,5010.0,c,222.48,226.07,19475.0,1511.0
49,5010.0,p,222.41,225.99,3078.0,2448.0
49,5135.0,c,168.07,170.83,6617.0,4778.0
49,5135.0,p,291.48,296.26,10659.0,1439.0
49,5260.0,c,122.48,124.54,10233.0,134.0
49,5260.0,p,369.31,375.55,12140.0,2780.0
49,5385.0,c,87.86,89.4,16895.0,538.0
49,5385.0,p,458.04,466.06,14604.0,710.0
49,5510.0,c,61.06,62.17,626.0,4831.0
49,5510.0,p,554.48,564.58,3736.0,2984.0
49,5635.0,c,40.79,41.57,14897.0,4023.0
49,5635.0,p,657.35,669.84,8925.0,2342.0
49,5760.0,c,26.82,27.36,17016.0,99.0
49,5760.0,p,766.39,781.6,13439.0,554.0
49,5885.0,c,17.06,17.41,5385.0,3986.0
49,5885.0,p,879.52,897.76,9528.0,1170.0
49,6010.0,c,10.66,10.9,15420.0,3034.0
49,6010.0,p,995.89,1017.47,18697.0,4340.0
49,6135.0,c,6.74,6.89,6152.0,2068.0
49,6135.0,p,1114.6,1139.83,2818.0,1877.0
49,6265.0,c,3.79,3.88,2717.0,3263.0
49,6265.0,p,1239.05,1268.38,19270.0,4338.0
49,5010.078637414138,c,0.0,5.0,0.0,0.0
70,3760.0,c,1235.49,1269.07,10854.0,1246.0
70,3760.0,p,5.0,5.14,5739.0,1190.0
70,3885.0,c,1117.72,1146.05,16896.0,4084.0
70,3885.0,p,8.85,9.07,19203.0,535.0
70,4010.0,c,1001.8,1025.52,9770.0,2976.0
70,4010.0,p,14.84,15.19,7478.0,739.0
70,4135.0,c,889.56,909.29,6715.0,1558.0
70,4135.0,p,24.79,25.34,18505.0,727.0
70,4260.0,c,780.17,796.42,12171.0,836.0
70,4260.0,p,37.83,38.61,3539.0,1430.0
70,4390.0,c,671.54,684.69,9385.0,586.0
70,4390.0,p,56.73,57.85,11035.0,115.0
70,4515.0,c,573.6,584.24,4299.0,881.0
70,4515.0,p,81.62,83.14,16704.0,276.0
70,4640.0,c,483.46,492.0,10561.0,3406.0
70,4640.0,p,114.46,116.49,16160.0,1974.0
70,4765.0,c,400.86,407.66,19696.0,2527.0
70,4765.0,p,154.98,157.6,14852.0,4376.0
70,4890.0,c,326.2,331.55,10962.0,226.0
70,4890.0,p,203.51,206.85,10115.0,915.0
70,5015.0,c,264.53,268.79,4947.0,1254.0
70,5015.0,p,265.11,269.39,13030.0,2860.0
70,5140.0,c,206.83,210.22,6004.0,255.0
70,5140.0,p,330.69,336.11,637.0,1874.0
70,5265.0,c,159.97,162.67,17924.0,517.0
70,5265.0,p,407.04,413.92,2319.0,4168.0
70,5390.0,c,121.52,123.65,8379.0,4624.0
70,5390.0,p,491.72,500.33,13942.0,504.0
70,5515.0,c,91.04,92.7,16113.0,4514.0
70,5515.0,p,584.27,594.92,5177.0,4898.0
70,5640.0,c,65.8,67.05,11797.0,3899.0
70,5640.0,p,681.95,694.91,12742.0,3215.0
70,5765.0,c,47.23,48.17,14911.0,681.0
70,5765.0,p,786.19,801.79,16608.0,2684.0
70,5890.0,c,33.38,34.07,19356.0,4289.0
70,5890.0,p,895.02,913.58,16757.0,2319.0
70,6015.0,c,22.89,23.39,13880.0,3201.0
70,6015.0,p,1007.09,1028.91,5371.0,1339.0
70,6145.0,c,15.19,15.54,8955.0,2394.0
70,6145.0,p,1126.7,1152.25,3719.0,2090.0
70,6270.0,c,10.47,10.72,7095.0,1843.0
70,6270.0,p,1244.26,1273.71,10348.0,1838.0
70,5014.404270181132,c,0.0,5.0,0.0,0.0
91,3765.0,c,1238.09,1271.7,8960.0,1903.0
91,3765.0,p,10.36,10.65,4066.0,3431.0
91,3890.0,c,1122.83,1151.26,15958.0,4744.0
91,3890.0,p,16.52,16.93,13581.0,4582.0
91,4015.0,c,1010.71,1034.62,15520.0,1648.0
91,4015.0,p,26.1,26.72,9479.0,2681.0
91,4140.0,c,901.4,921.37,10040.0,3266.0
91,4140.0,p,38.77,39.63,4445.0,4023.0
91,4265.0,c,795.2,811.75,15442.0,3168.0
91,4265.0,p,54.79,55.93,1913.0,1447.0
91,4390.0,c,695.78,709.43,1185.0,1019.0
91,4390.0,p,77.79,79.32,12150.0,3477.0
91,4515.0,c,600.78,611.94,19073.0,3075.0
91,4515.0,p,105.4,107.36,12906.0,484.0
91,4640.0,c,514.95,524.07,11825.0,431.0
91,4640.0,p,142.34,144.86,10702.0,4680.0
91,4770.0,c,430.27,437.56,19218.0,4794.0
91,4770.0,p,185.46,188.6,3803.0,4006.0
91,4895.0,c,359.86,365.76,9181.0,3915.0
91,4895.0,p,238.05,241.95,19934.0,3977.0
91,5020.0,c,293.58,298.31,2257.0,1274.0
91,5020.0,p,294.82,299.58,14576.0,2954.0
91,5145.0,c,238.11,242.02,10650.0,3084.0
91,5145.0,p,362.42,368.37,3770.0,864.0
91,5270.0,c,191.95,195.19,653.0,2866.0
91,5270.0,p,439.25,446.67,9780.0,2335.0
91,5395.0,c,150.65,153.29,14691.0,3821.0
91,5395.0,p,520.87,530.0,18442.0,3998.0
91,5520.0,c,118.14,120.29,5096.0,3001.0
91,5520.0,p,611.18,622.31,3213.0,4656.0
91,5645.0,c,89.83,91.54,15826.0,594.0
91,5645.0,p,705.58,718.99,14563.0,447.0
91,5770.0,c,67.66,69.0,14711.0,2098.0
91,5770.0,p,806.0,821.99,18471.0,3873.0
91,5895.0,c,50.56,51.61,14745.0,1674.0
91,5895.0,p,911.37,930.27,14895.0,4492.0
91,6020.0,c,36.79,37.59,12872.0,1359.0
91,6020.0,p,1019.95,1042.04,16006.0,1827.0
91,6150.0,c,26.05,26.64,6603.0,796.0
91,6150.0,p,1136.31,1162.07,19245.0,747.0
91,6275.0,c,18.86,19.31,11322.0,2195.0
91,6275.0,p,1251.19,1280.8,14881.0,1922.0
91,5018.7336376397725,c,0.0,5.0,0.0,0.0
133,3770.0,c,1251.2,1285.2,3931.0,2769.0
133,3770.0,p,24.14,24.8,19006.0,4681.0
133,3895.0,c,1140.13,1169.02,12447.0,2402.0
133,3895.0,p,34.05,34.91,3228.0,1888.0
133,4020.0,c,1033.07,1057.54,595.0,3591.0
133,4020.0,p,48.28,49.43,17003.0,4756.0
133,4150.0,c,924.67,945.12,5783.0,4254.0
133,4150.0,p,66.3,67.77,17619.0,3188.0
133,4275.0,c,823.38,840.49,9824.0,2945.0
133,4275.0,p,86.81,88.61,1131.0,3433.0
133,4400.0,c,730.5,744.82,2365.0,2277.0
133,4400.0,p,115.94,118.21,14590.0,4128.0
133,4525.0,c,640.35,652.23,19382.0,2298.0
133,4525.0,p,147.98,150.72,6650.0,2217.0
133,4650.0,c,559.18,569.07,10553.0,4593.0
133,4650.0,p,189.16,192.5,14895.0,3908.0
133,4775.0,c,480.8,488.96,8123.0,4985.0
133,4775.0,p,233.24,237.2,1361.0,4397.0
133,4900.0,c,412.14,418.91,15670.0,4186.0
133,4900.0,p,287.15,291.86,1342.0,541.0
133,5025.0,c,349.97,355.61,12654.0,461.0
133,5025.0,p,347.61,353.21,13774.0,4486.0
133,5155.0,c,292.17,296.97,5295.0,1211.0
133,5155.0,p,417.35,424.2,9339.0,723.0
133,5280.0,c,242.52,246.62,16262.0,999.0
133,5280.0,p,490.28,498.56,784.0,4554.0
133,5405.0,c,199.99,203.49,18234.0,190.0
133,5405.0,p,570.24,580.23,606.0,37.0
133,5530.0,c,163.38,166.36,16489.0,3033.0
133,5530.0,p,656.03,667.98,19610.0,4009.0
133,5655.0,c,129.65,132.12,6112.0,4248.0
133,5655.0,p,744.58,758.73,5275.0,295.0
133,5780.0,c,105.43,107.52,19379.0,4639.0
133,5780.0,p,842.53,859.25,2844.0,3862.0
133,5905.0,c,83.74,85.48,16486.0,4191.0
133,5905.0,p,942.89,962.44,9207.0,210.0
133,6035.0,c,63.68,65.07,2717.0,633.0
133,6035.0,p,1049.63,1072.41,14098.0,2527.0
133,6160.0,c,50.64,51.78,11191.0,3153.0
133,6160.0,p,1158.37,1184.62,2177.0,4257.0
133,6285.0,c,37.89,38.78,16359.0,3675.0
133,6285.0,p,1267.27,1297.25,1534.0,973.0
133,5027.4035895327015,c,0.0,5.0,0.0,0.0
182,3780.0,c,1263.74,1298.03,2449.0,3552.0
182,3780.0,p,41.46,42.58,10689.0,4901.0
182,3905.0,c,1156.95,1186.23,10431.0,281.0
182,3905.0,p,55.17,56.56,1868.0,3085.0
182,4030.0,c,1055.26,1080.23,4773.0,4421.0
182,4030.0,p,74.29,76.04,9449.0,3550.0
182,4155.0,c,956.61,977.81,7737.0,467.0
182,4155.0,p,96.71,98.85,15519.0,925.0
182,4280.0,c,860.02,877.93,12043.0,2298.0
182,4280.0,p,121.42,123.95,11088.0,3922.0
182,4410.0,c,767.26,782.28,17517.0,2866.0
182,4410.0,p,155.03,158.07,9207.0,734.0
182,4535.0,c,684.24,696.93,11054.0,1513.0
182,4535.0,p,193.71,197.31,8658.0,2894.0
182,4660.0,c,604.75,615.44,5521.0,3249.0
182,4660.0,p,236.07,240.25,9132.0,4703.0
182,4785.0,c,530.33,539.32,9502.0,2546.0
182,4785.0,p,283.63,288.44,13972.0,2026.0
182,4910.0,c,464.7,472.34,3022.0,604.0
182,4910.0,p,340.08,345.67,19481.0,679.0
182,5040.0,c,398.05,404.47,2321.0,1530.0
182,5040.0,p,400.46,406.92,12486.0,2145.0
182,5165.0,c,342.45,348.07,8315.0,3176.0
182,5165.0,p,467.0,474.66,19443.0,2064.0
182,5290.0,c,290.75,295.66,16882.0,1095.0
182,5290.0,p,537.38,546.46,19008.0,2945.0
182,5415.0,c,245.87,250.17,18448.0,189.0
182,5415.0,p,614.5,625.26,6324.0,2097.0
182,5540.0,c,210.62,214.46,3384.0,1135.0
182,5540.0,p,701.16,713.93,2357.0,2866.0
182,5665.0,c,174.28,177.59,11999.0,3512.0
182,5665.0,p,786.61,801.55,11167.0,3243.0
182,5795.0,c,143.3,146.14,12524.0,1587.0
182,5795.0,p,882.18,899.7,5302.0,3939.0
182,5920.0,c,118.9,121.37,4340.0,2162.0
182,5920.0,p,979.34,999.66,10828.0,3133.0
182,6045.0,c,98.77,100.91,19254.0,2568.0
182,6045.0,p,1080.63,1104.06,16261.0,3686.0
182,6170.0,c,78.17,79.94,3001.0,4606.0
182,6170.0,p,1181.33,1208.08,17079.0,2523.0
182,6295.0,c,62.78,64.26,5740.0,4001.0
182,6295.0,p,1287.1,1317.52,5295.0,1579.0
182,5037.537465115389,c,0.0,5.0,0.0,0.0
273,3790.0,c,1296.9,1332.18,7986.0,2475.0
273,3790.0,p,75.2,77.25,1312.0,588.0
273,3920.0,c,1194.5,1224.72,17436.0,4211.0
273,3920.0,p,97.18,99.64,16526.0,287.0
273,4045.0,c,1097.28,1123.24,11523.0,1677.0
273,4045.0,p,119.87,122.71,10007.0,873.0
273,4170.0,c,1006.0,1028.3,1797.0,3716.0
273,4170.0,p,148.75,152.05,18104.0,83.0
273,4300.0,c,910.29,929.2,14270.0,4284.0
273,4300.0,p,178.26,181.97,8596.0,1867.0
273,4425.0,c,829.76,846.03,5168.0,3008.0
273,4425.0,p,218.35,222.63,13534.0,607.0
273,4550.0,c,744.47,758.29,10284.0,4792.0
273,4550.0,p,253.85,258.56,1993.0,4977.0
273,4675.0,c,674.35,686.28,8777.0,1561.0
273,4675.0,p,304.67,310.06,15526.0,3441.0
273,4805.0,c,598.15,608.29,15185.0,1945.0
273,4805.0,p,354.38,360.39,18550.0,3208.0
273,4930.0,c,535.23,544.02,13661.0,1053.0
273,4930.0,p,412.63,419.4,15252.0,2630.0
273,5055.0,c,476.07,483.75,14374.0,837.0
273,5055.0,p,474.7,482.36,8646.0,4183.0
273,5185.0,c,419.92,426.81,19181.0,2784.0
273,5185.0,p,544.63,553.57,4409.0,4196.0
273,5310.0,c,368.7,374.93,13193.0,716.0
273,5310.0,p,614.58,624.97,10306.0,2246.0
273,5435.0,c,319.64,325.24,6907.0,409.0
273,5435.0,p,686.61,698.64,16791.0,3779.0
273,5560.0,c,279.19,284.27,9854.0,2351.0
273,5560.0,p,767.16,781.13,18419.0,761.0
273,5690.0,c,238.53,243.06,5259.0,4536.0
273,5690.0,p,852.22,868.43,18844.0,232.0
273,5815.0,c,204.47,208.53,4254.0,1467.0
273,5815.0,p,938.93,957.58,4290.0,2456.0
273,5940.0,c,179.03,182.74,14603.0,2471.0
273,5940.0,p,1034.15,1055.59,771.0,429.0
273,6070.0,c,148.2,151.41,16891.0,4219.0
273,6070.0,p,1128.66,1153.15,17155.0,3191.0
273,6195.0,c,127.59,130.48,8432.0,3354.0
273,6195.0,p,1228.44,1256.28,15991.0,3816.0
273,6320.0,c,108.31,110.87,14636.0,1839.0
273,6320.0,p,1329.42,1360.86,15001.0,2702.0
273,5056.411745409039,c,0.0,5.0,0.0,0.0
350,3805.0,c,1321.57,1357.46,18662.0,4223.0
350,3805.0,p,106.57,109.47,6956.0,2418.0
350,3930.0,c,1225.83,1256.9,13938.0,4261.0
350,3930.0,p,129.68,132.97,7712.0,2528.0
350,4060.0,c,1129.32,1156.0,6447.0,2939.0
350,4060.0,p,157.08,160.79,2843.0,4252.0
350,4185.0,c,1039.45,1062.47,11866.0,2499.0
350,4185.0,p,186.62,190.75,17035.0,2661.0
350,4310.0,c,954.99,974.87,927.0,1998.0
350,4310.0,p,221.81,226.43,19965.0,4587.0
350,4440.0,c,872.3,889.39,8134.0,895.0
350,4440.0,p,263.76,268.93,666.0,1700.0
350,4565.0,c,796.75,811.55,5553.0,133.0
350,4565.0,p,308.24,313.96,12355.0,4638.0
350,4690.0,c,723.97,736.77,8695.0,1544.0
350,4690.0,p,355.63,361.92,3276.0,2996.0
350,4820.0,c,652.0,663.05,8602.0,1397.0
350,4820.0,p,408.78,415.71,3820.0,3518.0
350,4945.0,c,588.7,598.37,14412.0,4909.0
350,4945.0,p,465.89,473.53,16153.0,3105.0
350,5070.0,c,531.22,539.79,19702.0,3809.0
350,5070.0,p,528.87,537.4,13192.0,4517.0
350,5200.0,c,466.84,474.5,6052.0,4816.0
350,5200.0,p,589.77,599.45,12655.0,3912.0
350,5325.0,c,418.47,425.54,1946.0,579.0
350,5325.0,p,661.82,672.99,10388.0,3664.0
350,5455.0,c,369.71,376.19,13168.0,2769.0
350,5455.0,p,738.2,751.13,19249.0,3273.0
350,5580.0,c,332.29,338.34,2591.0,4923.0
350,5580.0,p,821.0,835.97,3503.0,1448.0
350,5705.0,c,293.78,299.36,19421.0,3752.0
350,5705.0,p,902.62,919.77,12921.0,1738.0
350,5835.0,c,251.08,256.06,6306.0,214.0
350,5835.0,p,984.73,1004.29,10409.0,3888.0
350,5960.0,c,221.51,226.1,17562.0,4927.0
350,5960.0,p,1075.05,1097.35,17266.0,2330.0
350,6085.0,c,191.17,195.31,5217.0,2063.0
350,6085.0,p,1164.48,1189.71,1943.0,3970.0
350,6215.0,c,169.68,173.53,4827.0,2781.0
350,6215.0,p,1267.4,1296.13,11038.0,4012.0
350,6340.0,c,146.07,149.52,9167.0,4114.0
350,6340.0,p,1363.29,1395.53,5148.0,194.0
350,5072.437514083995,c,0.0,5.0,0.0,0.0
2,5000.0,c,10.0,11.0,100.0,10.0
800,5000.0,p,10.0,11.0,100.0,10.0
